title,company,location,salary,work_type,posted_date,description,job_url,page_number,index_on_page
IT Business Analyst,"Lumentum International (Thailand) Co., Ltd.",ปทุมธานี,,งานเต็มเวลา,,"Responsibilities This role requires an ability to work with Manufacturing Application team, internal customers and collaborate items among IT team within/across region with good interpersonal and leadership skills. The main focus may consist of: Lead and hands-on about Manufacturing Execution System (MES) development and improvement functionality/configuration, system integration (ERP, TDS, etc), reporting to ensure system functionality and solutions could be developed and delivered on time with quality. Also, in-house applications in scope Applies MES knowledge, theories, and concepts to initiate development and improvement of process/product management and control Communicate system functionality requirements on behalf of the end-user by building consensus with engineers, and business leadership to ensure that system functionality and solutions meets business needs Author and execute any MES validation activities, with proper oversight, required to support and maintain the manufacturing system Provide technical advice and hands-on to operation, engineers, and other business team to optimize process/product management and control. Also, trouble shooting until problem solved on daily basis Provide knowledge and hands-on in assignments promptly and professionally Be subject to potential 24/7 technical support to ensure appropriate response and resolution to manufacturing issues. Requirement 0-2 years experiences about software analyst or software development. Possess skill in VB, VBA, .Net, C# is advantageous Ability to define problems, collect data, establish facts, and draw valid conclusions, and implement / monitor root cause corrective actions Demonstrate ability on trouble shooting and problem solving in manufacturing process Energetic, enthusiastic, and willing to learn and adapt Good English communication skill *** Fresh graduates with both Bachelor’s and Master’s degree are welcome ***",https://th.jobsdb.com/th/job/90466298?type=standard&ref=search-standalone#sol=2c92b13b36e3fc7db4c2642ad2f51c464e368cc1,3,4
นักวิเคราะห์ข้อมูลเชิงลึก (Data Scientist) 130,PTT Oil and Retail Business Public Company Limited,จตุจักร กรุงเทพมหานคร,,งานเต็มเวลา,,"วุฒิการศึกษา: ปริญญาตรีขึ้นไป : วิศวกรรมคอมพิวเตอร์ /วิทยาการคอมพิวเตอร์ /วิทยาการข้อมูล ปริญญาโท : วิทยาการคอมพิวเตอร์ /วิศวกรรมคอมพิวเตอร์ /เทคโนโลยีสารสนเทศ หน้าที่ความรับผิดชอบหลัก: ออกแบบ สร้าง และดูแล Data Pipeline (ETL/ELT) ที่มีความเสถียร และมีประสิทธิภาพ เพื่อนำข้อมูลจากแหล่งต่างๆ เข้าสู่ Data Warehouse/ Data Lake จัดการโครงสร้างพื้นฐานข้อมูล (Data Infrastructure)และระบบจัดเก็บข้อมูล (เช่น Cloud Storage, Data Warehouses) รวมถึงการกำหนดค่า (Configuration) ดูแลคุณภาพ (Data Quality) พัฒนากลไกและกระบวนการเพื่อตรวจสอบ คุณภาพ ความถูกต้อง และความสมบูรณ์ของข้อมูล พัฒนาและปรับปรุงพจนานุกรมข้อมูล (Data Dictionary) เพื่ออธิบายข้อมูลที่นำเข้าระบบ Data Platform และดำเนินการนำ เข้าระบบบัญชีข้อมูลองค์กร (Data Catalog) ประสานงานกับ Data Scientists, Data Analysts, และ Business User เพื่อทำความเข้าใจความต้องการของข้อมูลและนำไปออกแบบโซลูชันข้อมูลที่ตอบโจทย์ทางธุรกิจ คุณสมบัติอื่นๆ ที่เกี่ยวข้อง: มีความเชี่ยวชาญในการใช้ Python หรือ Scala ในการพัฒนา Data Pipeline, สคริปต์, และการจัดการข้อมูล รวมถึงมีความเข้าใจในหลักการเขียนโค้ดที่มีคุณภาพ มีความเชี่ยวชาญในการใช้ SQL สำหรับการสืบค้นและการจัดการข้อมูลในฐานข้อมูลเชิงสัมพันธ์ (Relational Databases) และ Data Warehouses เช่น Postgres, MySQL มีประสบการณ์ในการใช้ Framework และเครื่องมือ Big Data เช่น Apache Spark (Spark SQL, PySpark) หรือระบบประมวลผลแบบกระจาย (Distributed Processing) อื่นๆ มีความรู้และประสบการณ์ในการทำงานกับบริการด้านข้อมูลบน Cloud อย่างน้อยหนึ่งแพลตฟอร์มหลัก เช่น AWS,GCP หรือ Azure สามารถใช้งาน Git ในการควบคุมเวอร์ชั่นและมีความเข้าใจในการทำงานของระบบ Continuous Integration/Continuous Deployment (CI/CD) สำหรับ Data Pipeline สถานที่ปฏิบัติงาน : สำนักงานใหญ่",https://th.jobsdb.com/th/job/90581863?type=standard&ref=search-standalone#sol=897cb6bd3ce3542835bdff7517bebc207737e36e,3,5
Engineer (Network Operation Center),Triple T Broadband Public Company Limited,พญาไท กรุงเทพมหานคร,,งานเต็มเวลา,,"- ตรวจสอบเฝ้าระวังเหตุเสียระบบโครงข่าย WDM, MPLS, MME, ME, OLT, DSLAM, IGW IPTV Server และเสีย - วิเคราะห์ ปัญหา และแยกสาเหตุที่เกิดขึ้นก่อนส่งงานให้พื้นที่หน่วยงานที่เกี่ยวข้องในแก้ไขเหตุเสีย - ตรวจสอบแก้ไขปัญหาทาง Software เบื้องต้น เพื่อลดผลกระทบและเวลาในการแก้ไขเหตุเสีย - ประสานงาน และติดตามเร่งรัดพื้นที่แก้เหตุเสียเพื่อลดเวลาผลกระทบที่เกิดขึ้น พร้อมทั้ง support พื้นที่, พนักงานส่วนกลาง ในการ แก้ไขเหตุเสีย maintenance - บันทึกข้อมูลการเกิดเหตุเสียลงในระบบ Ticket สรุปสาเหตุวิธีการแก้ไขและปัญหาอุปสรรค คุณสมบัติผู้สมัคร ปริญญาตรี วิศวกรรมศาสตร์ สาขา คอมพิวเตอร์, โทรคมนาคม, ไฟฟ้าสื่อสาร ประสบการณ์ทำงาน 0-2 ปี มีพื้นฐานการเขียน python หรือ code ภาษา C, R มีความรู้ด้านคอมพิวเตอร์ โครงข่ายอินเทอร์เน็ต และ โทรคมนาคม สามารถทำงานเป็นกะได้",https://th.jobsdb.com/th/job/90609301?type=standard&ref=search-standalone#sol=1ebbffd8291d2230c1c230ea9406d69d2b94261c,3,6
Product Owner (Skill UI/UX),"BYTECRUNCH TECHNOLOGIES CO., LTD.",จตุจักร กรุงเทพมหานคร,,งานเต็มเวลา,,"Product Owner (Skill UI/UX) ByteHR is hiring a detail-oriented, tech-savvy Product Specialist to help shape and scale one of Southeast Asia’s most loved HRTech platforms — trusted by 1,000+ companies and 100,000+ employees across the region. We’re not just another HR app. With a 4.8★ rating, ByteHR is the highest-rated HRTech app in the region, with raving reviews from companies across industries ranging from manufacturing, logistics, retail, hospitality, F&B, and professional services. Behind that reputation is a team that sweats the details, ships consistently, and listens deeply to users. In this role, you’ll sit at the intersection of support, sales, product, and engineering — turning real-world feedback into clear, actionable product requirements. You will handle the initial UI/UX journey yourself using AI tools to create the wireframes and prototypes that our developers will use to build, bypassing the need for a traditional back-and-forth design process. You'll guide work with the head of product, developers and QA to bring features to life, and ensure smooth rollout with internal training and documentation. If you thrive in fast-moving teams, love solving real problems, excited about an impactful role, and want to work on a product people actually enjoy using — this role is for you. What You’ll Do Frame early-stage requirements by gathering insights from support tickets, sales feedback, and customer conversations — identifying key pain points worth solving. Collaborate with the Head of Product during shaping sessions to clarify scope boundaries, edge cases, and real user needs. Drive the UI/UX vision: Use AI-powered tools (Builder.io) to create the initial wireframes and functional prototypes for new features. Once the high-level shape is defined, drive detailed scoping: break down flows, define edge case behaviors, and write clear acceptance criteria. Validate your design flows and test your AI-generated prototypes with users to ensure they meet requirements before handing them to the dev team. Work alongside the Head of Product to support sprint planning, delivery, and backlog grooming — including daily collaboration with QA and dev teams to clarify logic, edge cases, and expected behaviors for sprint features. Prepare and conduct internal training sessions and walkthrough videos for new sprint releases for the business operations teams (sales, customer success etc.) Maintain and continuously update the product knowledge base and internal solution articles to reflect the latest releases and feature behaviors. Collaborate with support teams to retrain our AI Agent, using recent ticket patterns and improved response phrasing. Act as a subject-matter expert (SME) for all internal product-related queries from business operations teams. What We’re Looking For Minimum 5+ years in a product-related or cross-functional SaaS role (e.g. Product, CS, BA). Tech-forward mindset: You are comfortable (or excited!) using AI tools to build prototypes and wireframes rather than relying on a separate design team. Strong written and verbal communication in both Thai and English; able to clearly explain ideas to technical and non-technical audiences. Confident communicator who earns trust across departments — from Sales to Support to Engineering — and can lead conversations with clarity, not ego. Comfortable working across diverse teams in Thailand, Malaysia, and Vietnam — ensuring clarity and alignment regardless of local context. Strong problem-solving skills with the ability to break down complex workflows and think critically about trade-offs and edge cases. Familiar with UI/UX design principles; you don’t need to be a Figma pro, but you must be able to ""think in flows"" and guide the AI to produce clean, usable results. Proficient with product/project tools like Basecamp, Kanban boards or similar. Open to feedback from all stakeholders, and able to understand different perspectives while keeping the product direction clear. Assertive and structured: you know how to say “no” when needed, and you help teams focus on what truly matters. Highly collaborative mindset — this role thrives on teamwork, open dialogue, and getting others to share feedback and build with you. Experience working with HR, Payroll, CRM, or ERP SaaS systems is a strong advantage Why ByteHR Bootstrapped, profitable, and proudly independent since 2016 — we build for long-term value, not VC hype. Growing SaaS products trusted by 1000+ companies and 100K+ users across Thailand, and expanding into Malaysia. Highest rated HRTech app (4.8★) in the region — our product is loved by users, and that only happens when the whole team executes well. Small, high-impact team — you’ll see your work go live, solve real customer problems, and make a visible difference. Work alongside a multi-cultural team across Thailand, Vietnam, and Malaysia — bringing together diverse perspectives and ideas. Clear product vision, focused execution, zero bureaucracy. We ship what matters. We value ownership, clarity, and collaboration — where good ideas come from anywhere.",https://th.jobsdb.com/th/job/90508323?type=standard&ref=search-standalone#sol=76c76fbfefe0a48ec9d4a4d2ddd3c77a589681ad,3,7
MuvMi Jr. Product Owner (new grad welcome),MuvMi,พญาไท กรุงเทพมหานคร,,งานเต็มเวลา,,"Junior Product Owner/Management MuvMi (URBAN MOBILITY TECH COMPANY LIMITED) Bangkok Metropolitan Area Job Highlights Collaborate with talented teams to shape the future of mobility. Thrive in a challenging, dynamic environment with real ownership. Grow in a supportive, flexible environment. Come and challenge yourself, get great responsibilities, and work with other talented people What we look for: MuvMi is an on-demand ridesharing service, conveniently moving over 30,000 people per day around neighborhoods and connecting people to mass transit with a safe, affordable, and environmentally friendly solution. We are preparing for further expansion and looking for leaders and champions to help us grow in our home and beyond! Job Description - Jr. Product Owner Key responsibilities Your main responsibilities will include, but not be limited to: Collaborate with Stakeholders: Gather and understand business requirements through regular communication with stakeholders. Manage Product Backlogs: Assist in creating, prioritizing, and maintaining product backlogs to align with business goals. Support Agile Practices: Participate in and lead Agile ceremonies such as sprint planning, daily stand-ups, and retrospectives. Clarify Requirements: Act as the liaison between stakeholders and development teams, ensuring requirements are clear and actionable. Document Processes: Maintain comprehensive documentation of product updates, workflows, and decisions to facilitate smooth communication and knowledge sharing. Monitor Performance: Track product performance, report key metrics, and suggest improvements based on data insights. Other related jobs are assigned Qualifications Have experience in product design, design thinking, product management, business development, minimum viable products, experience design, etc. Having technical knowledge in software development will be a great advantage Good knowledge and experience in customer insight, customer behavior survey, and analysis. Empathy: great ability to understand user needs, not afraid to be on the ground and put oneself in users’ shoes Understanding of Agile methodologies (or willing to learn) and product management principles. Good communication, presentation, and stakeholder management Strong multitasking skills with the ability to prioritize tasks effectively in a fast-paced environment. Exceptional structural and critical thinking skills to organize complex information and solve problems efficiently. Who we are We are a transportation tech company with extensive experience in both software and hardware. Currently, our flagship products, MuvMi and TukTuk Hop, since the 2018 launch, have served over 28 million trips with 800+ Electric Vehicles. With positive feedback from our pilot, we are rapidly expanding our service in Bangkok and many cities in Thailand. We believe that we can change how people mobilize around cities in Southeast Asia. We are looking for leaders and champions to help us grow. We are a small (90+ people) and agile team. We make things happen and are looking for similar entrepreneurial spirits to join our team. Why us: Utilize your skills to solve meaningful problems. We are passionate about the problems that we are solving. They will impact many lives, including yours Work with a talented team. A couple of us had worked in Silicon Valley and at Boston Consulting Group. Our team also went to Stanford, Cambridge, RWTH-Aachen. Some have gold medals from Chulalongkorn University Grow quickly, gain responsibility, and learn to take the lead Opportunity to see how your products impact other people’s lives Flexible hours that suit your lifestyle with good compensation We take pride in people's development. We care about you and how you will grow from working with us Office location Head office in Pradhiphat area (BTS Ari) Compensation & Benefits Provident fund Learning budget Shuttle service (MuvMi) from BTS stations Annual Leave package Health insurance Social welfare Performance bonus Please note that by applying to this opportunity, you consent to the personal data you provide to us to be processed and retained by Urban Mobility Tech Co., Ltd. (UMT & MuvMi). Your details will be kept on our Internal file for as long as is necessary for the purposes of recruitment, which may include your details being shared with the hiring manager(s) and for consideration for potential future opportunities by Urban Mobility Tech Co. Ltd. and its affiliates. For full details of our privacy policy, please visit our website: https://www.umt.ltd/privacy_policy/",https://th.jobsdb.com/th/job/90181113?type=standard&ref=search-standalone#sol=ebd22cedc953f336c9cafd60bfb8b01d302080ee,3,8
Product Owner (Application Specialist),Noble Development Public Company Limited,ปทุมวัน กรุงเทพมหานคร,,งานเต็มเวลา,,"Responsibilities Collaborate with stakeholders/end users to understand and anticipate their needs and translate them into product/project high level requirements, and actionable roadmaps. Collaborate with designers and developers to create intuitive and engaging user experiences, including prototyping, and UI design. Lead the successful delivery process from feature definition, specification, implementation, testing, user acceptance, deployment and adoption to ensure solutions meet user needs and maintain a high standard of quality and usability. Collaborate with Tester teams to define test case, conduct user acceptance testing (UAT), and ensure the quality and usability of the products. Provide training and communication support to both internal and external users. Work with cross-functional teams, including developer, designer, tester, data analytics, CRM, market planner, regulators, and call center, to ensure their requirements are captured and delivered as expected. Handle production issues after product release Qualifications At least 2 years of experience in user-centric product creation Knowledge of Principles of SDLC, Waterfall Management, Agile with Scrum (or relevant framework) Knowledge of Testing Methodology Strong in user interface design with Figma Knowledge in Query data via SQL for Validation Excellent organizational and time management skills. Experience in real-estate related products is a plus Strong in user experience design, particularly as applied to Web-based applications Outstanding communication, presentation and leadership skills. Strong problem-solving skills, logical thinking and analytical skills",https://th.jobsdb.com/th/job/90467695?type=standard&ref=search-standalone#sol=b31f0a31cbc42f05580b81c637c94291be01910a,3,9
Junior System Analyst,Bangkok Airways Public Company Limited,จตุจักร กรุงเทพมหานคร (ไฮบริด),,งานเต็มเวลา,,"Responsibilities: Gather and analyze user requirements and related information to assess feasibility for system development. Analyze current workflows and business processes based on gathered requirements. Examine data structures from both internal and external sources to design effective and accurate databases that support efficient data storage and processing. Design information systems aligned with the database structure and user requirements, including selecting appropriate hardware and software for system implementation. Develop project plans, including development stages, timelines, and testing schedules. Prepare related documentation according to standards for presentation to users and management. Coordinate with developers on programming tasks to ensure that system development aligns with defined objectives. Inspect, troubleshoot, and improve systems in collaboration with developers, users, and/or external vendors to ensure optimal performance. Provide consultation and technical guidance to fellow System Analysts and Developers to support teamwork and ensure smooth project execution. Offer advice and technical support to relevant departments or personnel after system implementation. Qualifications: Bachelor’s degree in Computer Science, Information Technology, or a related field. At least 1 year of experience as a System Analyst, Business Analyst, or in a related role. Experience in system design and development using ASP.NET, API, or Web Services. Proficient in SQL Server, including writing SQL statements and stored procedures. Experience with Microsoft 365 (O365) solutions such as Power Apps, Power Automate, or Power BI will be an advantage. Strong analytical and problem-solving skills, with the ability to work effectively in a team environment. Good command of English (TOEIC score 550 or above).",https://th.jobsdb.com/th/job/90072303?type=standard&ref=search-standalone#sol=bc457ff3b4941460e50061de640fe5a6890b17be,3,10
Data Analyst,GMM Grammy Public Company Limited,วัฒนา กรุงเทพมหานคร,,งานเต็มเวลา,,"About GMM MUSIC GMM MUSIC operates under the “Servicing Entire Music Business” (Total Music Business) model. Our services span from artist selection, music production, marketing, copyright management, and both physical and digital music distribution, to concert and festival organization, as well as full-scope artist management. We also run a performance arts school to develop singers, musicians, and actors into true professionals. Responsibilities: Analyze data from various channels to develop and support business strategies, such as increasing sales performance, recommending suitable marketing campaigns, and providing insights for product development. Identify patterns and correlations across diverse data sources to deliver comprehensive analysis and actionable insights. Prepare and manage data for analysis by designing data ingestion processes, building data warehouses, and defining related data dimensions to ensure data readiness. Plan and implement methods for data publishing across different platforms to maximize data usability and business impact. Create reports and visualizations to clearly communicate analytical findings to stakeholders and support data-driven decision-making. Qualifications: Bachelor’s degree in Statistics, Finance, Economics, Computer Science, or a related field. Minimum 1 year of experience in data management, analysis, or development. Advanced proficiency in Excel or Google Sheets. Hands-on experience with Power BI, Google Data Studio, or other dashboard and visualization tools. Basic familiarity with tools such as Fanpage Karma or Supermetrics is a plus. Strong ability to manage and integrate data from multiple sources. Highly detail-oriented, responsible, and capable of working independently in a data-focused environment. Able to work onsite 5 days a week (Flexible working hours).",https://th.jobsdb.com/th/job/90297020?type=standard&ref=search-standalone#sol=19c801851f2d9708ef23ba0f42803559340e2f59,3,11
Programmer (Head Office),"Yan Wal Yun Corporation Group Co., Ltd.",กรุงเทพมหานคร,,งานเต็มเวลา,,"Job Description for a Programmer · Design, develop, and maintain software applications according to user requirements. · Write clean, efficient, and well-documented code following best practices. · Debug and troubleshoot software issues to ensure optimal performance. · Collaborate with cross-functional teams to gather and refine project requirements. · Conduct code reviews to maintain quality and share knowledge. · Stay updated on emerging technologies and programming trends to enhance skills. · Test and evaluate new programs for functionality and performance improvements. Qualifications · Ability to effectively analyze and assess user needs. · Bachelor’s degree in computer science, Computer Engineering, Information Technology, or a related field. · At least 0-2 years of experience in software development. · Proficient in VB.Net, VBA, C#.net, ASP.net, PHP, Javascript, HTML, JSON, or other languages. · Experience in developing web applications or web apps (Web/Enterprise Applications). · Knowledge of databases such as MySQL, SQL Server and ability to write SQL queries.",https://th.jobsdb.com/th/job/89913606?type=standard&ref=search-standalone#sol=b48589a474bfacca404899ba0721fe581b282518,3,12
"Senior Software Engineer - Backend (Node.js, Nest.js)",Lotus's,บึงกุ่ม กรุงเทพมหานคร,,งานเต็มเวลา,,"Key Responsibility: Develop and maintain robust backend services using Node.js, Java, Spring Boot, Camel, and cloud platforms like AWS and GCP. Design and build scalable, event-driven, and failure-tolerant systems. Advocate for and implement best practices in DevSecOps, test-driven development (TDD), and continuous delivery pipelines. Collaborate on diverse projects in domains such as Payment, Cart, Fulfillment, Search, and Recommendation. Optional (Nice-to-Have) ML/AI Experience: Vector Search: Working with vector similarity search to enhance relevance. ML Models (XGBoost, CNNs): Applying machine learning models for search relevance and personalization. LLMs & PEFT: Fine-tuning large language models using Parameter-Efficient Fine-Tuning (PEFT). Practical experience with OLAP databases like BigQuery and Redshift, analytics tools such as Mixpanel and Amplitude, and AI platforms like SageMaker, MLflow, and Vertex AI. Knowledge of NLP, data structures like graphs, BK Trees, B+ Trees, and the Pub/Sub paradigm. Qualifications: 7+ years of experience in backend development, focusing on Node.js, Nest.js, Java, Spring Boot, Camel, and cloud platforms like AWS and GCP. Strong knowledge of PostgreSQL, Redis, distributed locking mechanisms, functional programming, design patterns, and advanced isolation levels. Hands-on experience with REST and GraphQL API development. Familiarity with Kafka, SQS, Kubernetes, and containerized application deployment. Excellent oral and written communication in english, collaboration, and problem-solving skills with a growth-oriented mindset. Knows how to scale a system well. Language of coding not a barrier CP AXTRA | Lotus's CP AXTRA Public Company Limited. Nawamin Office: Buengkum, Bangkok 10230, Thailand “By applying for this position, you consent to the collection, use and disclosure of your personal data to us, our recruitment firms and all relevant third parties for the purpose of processing your application for this job position (or any other suitable positions within Lotus's and its subsidiaries, if any). You understand and acknowledge that your personal data will be processed in accordance with the law and our policy",https://th.jobsdb.com/th/job/81178063?type=standard&ref=search-standalone#sol=88ed91013322848e45d926f57d45768e52ee97af,3,13
Data Analyst / Digital Performance (F&B Industry),"N Infinite Co.,Ltd.",ปทุมวัน กรุงเทพมหานคร (ไฮบริด),,งานเต็มเวลา,,"Join N Infinite Co., Ltd. as a Data Analyst / Digital Performance in the food industry. This full-time role, based at our Ploenchit office, plays a key part in driving data-led performance improvement across our digital channels. We are looking for a highly analytical and proactive Data Analyst / Digital Performance to support and optimize advertising performance across delivery platforms channels. In this role, you will work hands-on with performance data, campaign metrics, and optimization logic to improve efficiency and results across our brand portfolio. This role is ideal for someone who is data-oriented, fast-learning, and comfortable working in a tech-driven environment. What can you expect in your role? Manage and optimize paid advertising campaigns on delivery platforms (e.g., Grab, Lineman) with a focus on performance metrics such as CTR, conversion rate, cost efficiency, and ROI. Monitor campaign performance daily and execute data-backed optimizations on budget allocation, bidding, and targeting. Export, validate, and analyze ad performance datasets to identify trends, performance gaps, and optimization opportunities. Build and maintain structured performance reports and dashboards using Excel / Google Sheets and platform tools. Conduct basic performance analysis (day-over-day, week-over-week, campaign-level comparisons) to support decision-making. Work cross-functionally with marketing and commercial teams to align campaign execution with growth objectives. Deliver clear, actionable insights and recommendations to stakeholders based on quantitative analysis. What do we expect of you? Bachelor’s degree in Marketing, Business, Data Analytics, Communication, or a related field. Strong analytical skills with the ability to interpret data and translate findings into actions Proficiency in Microsoft Excel (formulas, pivot tables, data analysis); PowerPoint for reporting. Exposure to analytics or ad platforms such as Google Analytics, Facebook Ads Manager, or similar tools. High attention to detail and ability to manage daily performance tracking. Clear written and verbal communication skills in English and Thai. Interest in data, digital platforms, and the food delivery ecosystem. Fresh graduates with strong analytical aptitude are encouraged to apply. About N-Infinite: N-Infinite is a leading food tech company dedicated to enhancing restaurant delivery sales through innovative solutions. We partner with top-tier restaurants to optimize their delivery business and customer reach. Our innovative machine learning and data solutions are seamlessly integrated with all leading delivery apps, including Grab and LineMan Wongnai, ensuring that our partners maximize their visibility and performance across platforms. Our dynamic team fosters a culture of creativity and continuous learning, offering opportunities to grow in data analytics, marketing, and creative content creation—all while having a blast! If you're ready to make an impact in a fast-paced, data-driven environment, we'd love to hear from you. Apply now to join our team!",https://th.jobsdb.com/th/job/90502042?type=standard&ref=search-standalone#sol=a15c1afaa7ce475e889c0e4379f242d4ad084fa5,3,14
Full Stack Software Developer,ALSTOM (Thailand) Ltd.,กรุงเทพมหานคร (ไฮบริด),,งานเต็มเวลา,,"At Alstom, we understand transport networks and what moves people. From high-speed trains, metros, monorails, and trams, to turnkey systems, services, infrastructure, signalling and digital mobility, we offer our diverse customers the broadest portfolio in the industry. Every day, 80,000 colleagues lead the way to greener and smarter mobility worldwide, connecting cities as we reduce carbon and replace cars. Could you be the full-time Full-Stack Software Developer in Thailand we’re looking for? Your future role Take on a new challenge and apply your engineering expertise in a new cutting-edge field. You’ll work alongside passionate, motivated, and dedicated teammates. You'll play a key role as a self-driven Full-Stack Software Developer. Day-to-day, you’ll work closely with teams across the business, collaborating with other developers in Sweden and Thailand in a friendly and supportive working culture, and much more. You’ll specifically take care of the estimation of new features, but also support and maintain existing features. We’ll look to you for: Software development including analysis, design, implementation, and testing Collaborating with other team members and cross-functional teams Following UX designs to ensure user-friendly interfaces Understanding deployment environments and contributing to DevOps practices Applying a data-driven mindset to problem-solving and decision-making Contributing to the continuous improvement of processes and tools All about you We value passion and attitude over experience. That’s why we don’t expect you to have every single skill. Instead, we’ve listed some that we think will help you succeed and grow in this role: Degree in Computer Science, Software Engineering, or other relevant education Experience in JavaScript/TypeScript, HTML, and CSS (front-end development) Experience in Vue.js (preferred), Angular, or React frameworks Experience in Node.js Proficiency in Git version control software Familiarity with containerization of software Experience with Azure cloud services (preferred) or other cloud platforms such as AWS or GCP Knowledge of GraphQL (preferred) Understanding of Java & Spring framework (preferred) Confident in Object-Oriented Programming (OOP) concepts Experience with SQL/NoSQL databases Experience with change management software Proven experience in complex software projects Familiarity with agile software development methods (e.g., Scrum or Kanban) Willingness to complete a coding test as part of the selection process Things you’ll enjoy Join us on a life-long transformative journey – the rail industry is here to stay, so you can grow and develop new skills and experiences throughout your career. You’ll also: Enjoy stability, challenges, and a long-term career free from boring daily routines Collaborate with transverse teams and helpful colleagues Contribute to innovative projects Utilise our hybrid working environment Steer your career in whatever direction you choose across functions and countries Benefit from our investment in your development, through award-winning learning Progress towards opportunities for career advancement and personal growth Benefit from a fair and dynamic reward package that recognises your performance and potential, plus comprehensive and competitive social coverage (life, medical, pension) You don’t need to be a train enthusiast to thrive with us. We guarantee that when you step onto one of our trains with your friends or family, you’ll be proud. If you’re up for the challenge, we’d love to hear from you! Important to note As a global business, we’re an equal-opportunity employer that celebrates diversity across the 63 countries we operate in. We’re committed to creating an inclusive workplace for everyone.",https://th.jobsdb.com/th/job/90567003?type=standard&ref=search-standalone#sol=bb43bcbab69f57606dfef94ef2f10da82d1b109c,3,15
Software Engineer/Developer (Fullstack) – Junior to Mid Level (Work Hybrid),"Quantium Technology Co., Ltd.",กรุงเทพมหานคร (ไฮบริด),,งานเต็มเวลา,,"Software Developer (C#, Angular) – Junior to Mid Level Location: True Digital Park, BTS Punnawithi (Hybrid) Experience: 0–4 years About the Role We are looking for fresh graduates, junior, and mid-level software developers who want to grow from learning core development fundamentals into owning features end-to-end. In this role, you will work on real production systems using C#, .NET, and Angular, collaborating closely with senior developers, QA, and product teams. Fresh graduates and junior developers will focus on building strong foundations in clean coding, testing, and development workflows with close guidance, while mid-level developers are expected to take increasing ownership of technical decisions, quality, and production readiness. This role suits engineers who are curious, responsible, and willing to learn through real-world problem solving, feedback, and iteration — not just classroom knowledge. You will be supported by clear standards, mentoring, and code reviews, with clear expectations as you grow. Responsibilities Develop and maintain web applications using C#, .NET, and Angular. Implement assigned features with a clear understanding of requirements, constraints, expected outcomes, and timelines. Write clean, readable, and maintainable code that follows team standards and best practices. Participate in the full software development lifecycle, from development and testing to deployment and production support. Collaborate with product managers, QA, and other developers to clarify requirements and deliver high-quality solutions. Test own code thoroughly to ensure correctness, stability, and performance before QA handover. Identify, fix, and re-test defects related to owned features to prevent regressions. Support releases and monitor production behavior related to owned features, responding to issues when needed. Additional expectations by level Junior Developer Deliver assigned tasks with guidance and code reviews from senior team members. Learn the system, codebase, and development practices quickly through hands-on work and feedback. Follow defined development, testing, and release processes. Communicate progress, risks, and blockers early. Mid-Level Developer Deliver features end-to-end, from requirement clarification to production release. Translate business requirements into clear technical solutions and resolve ambiguities early. Design and implement solutions with consideration for performance, scalability, and failure scenarios. Take ownership of quality, production readiness, and operational impact of owned features. Participate in code reviews and provide constructive feedback to other developers. Qualifications Bachelor’s degree in Computer Science, Computer Engineering, IT, or a related field Fresh Graduate / Junior: Ability to work on fullstack development with strong coding skills (particularly in C#, .NET, React Native; Angular is a plus, but we are open to all stacks depending on your technical skills). No minimum years of experience required for fresh graduates. Mid-level: 2–4 years of hands-on software development experience. Hands-on experience with C#, .NET, and Angular. Experience working with SQL databases and data management. Understanding of software development fundamentals, clean code principles, and basic testing practices. Self-motivated, responsible, and able to learn quickly through hands-on work and feedback. English proficiency, both written and spoken, at a working level is preferred (fluency is not required). Nice to Have Experience with React Native or other front-end frameworks. Familiarity with reporting tools or data-related features. Experience working in Agile/Scrum teams. Positive learning attitude, able to work under pressure with defined deadlines while maintaining high standards of quality. Interest in fintech or enterprise software products.",https://th.jobsdb.com/th/job/90633629?type=standard&ref=search-standalone#sol=7a34e28acace19a4a2321b68fa044c907e0ffcf8,3,16
"Project Manager (IT, SaaS)","Conicle Co., Ltd.",พญาไท กรุงเทพมหานคร,,งานเต็มเวลา,,"DUTIES AND RESPONSIBILITIES: Consult with clients and gather requirements to develop Conicle’s product then create and execute project work plans to meet requirements Manage project timeline and resource planning to minimize disruptions, anticipate obstacles including risk management Participate and coordinate with internal teams such as Product and Technical Team and closely working with clients Test system with customer (UAT) and move the UAT to production (Go Live) Proven track record of Software Development’s successful completion Closely monitor and track project progress to ensure a smoothly and timely handover of the project Manage stakeholders to ensure that project run effectively and smoothly Create monthly report to update project status to client Measure project actual cost and action compare with project planning KNOWLEDGE, SKILLS AND ABILITIES: Proficient in Project Management, project planning and estimating Excellent communication skills with internal and external parties Knowledge of web and mobile application technologies Analytical thinking, problem-solving skills, leadership and team management skills Good command of English Be able to work well under pressure EDUCATION AND EXPERIENCE: Bachelor’s Degree of higher in Business Management, Information Technology, Computer Science, MIS or related fields At least 5 years of working experience of IT or Enterprise Software Project Management",https://th.jobsdb.com/th/job/90363084?type=standard&ref=search-standalone#sol=2f1f6fdcdf9fc25a52a5a0b21eca30aae9f0745b,3,17
